Participant, Trial.Number, Trial.Accuracy, Trial.Type, Frames to Target, Frames to Distractor,
M42RM,Trial 8,0.611111111,noise_foot,33,21,
M42RM,Trial 7,0.661016949,noise_stroller,39,20,
M42RM,Trial 3,0.766666667,noise_car,69,21,
M42RM,Trial 5,0,quiet_foot,0,3,DROPPED
M42RM,Trial 11,0.420289855,baseline_3,29,40,
M42RM,Trial 12,0.233333333,baseline_4,14,46,
M42RM,Trial 19,1,quiet_eye,6,0,DROPPED
M42RM,Trial 20,0.75,noise_eye,57,19,
M42RM,Trial 14,1,noise_nose,30,0,
M42RM,Trial 13,0.913043478,quiet_nose,63,6,
M42RM,Trial 17,0.202702703,noise_milk,15,59,
M42RM,Trial 15,0.324324324,noise_dog,24,50,
M42RM,Trial 16,0.686868687,quiet_dog,68,31,
M42RM,Trial 18,0.4,quiet_milk,12,18,
,,,,,,
M43EW,Trial 1,0.444444444,baseline_1,48,60,
M43EW,Trial 2,0.876106195,baseline_2,99,14,
M43EW,Trial 14,0.715789474,quiet_stroller,68,27,
M43EW,Trial 16,1,noise_hand,112,0,
M43EW,Trial 20,1,quiet_hand,120,0,
M43EW,Trial 19,0.0625,quiet_car,7,105,
M43EW,Trial 18,1,noise_foot,120,0,
M43EW,Trial 17,0.983050847,noise_stroller,116,2,
M43EW,Trial 13,0.15,noise_car,15,85,
M43EW,Trial 15,0.955357143,quiet_foot,107,5,
M43EW,Trial 11,0.776785714,baseline_3,87,25,
M43EW,Trial 12,0.689655172,baseline_4,80,36,
M43EW,Trial 3,1,quiet_eye,55,0,
M43EW,Trial 4,0.702702703,noise_eye,52,22,
M43EW,Trial 5,0.455696203,noise_nose,36,43,
M43EW,Trial 6,0.425287356,quiet_nose,37,50,
M43EW,Trial 7,0.657142857,noise_milk,69,36,
M43EW,Trial 8,0.666666667,noise_dog,72,36,
M43EW,Trial 9,0.279279279,quiet_dog,31,80,
M43EW,Trial 10,0.234042553,quiet_milk,11,36,
,,,,,,
M44GW,Trial 1,0.325,baseline_1,39,81,
M44GW,Trial 2,0.186666667,baseline_2,14,61,
M44GW,Trial 4,0.675,quiet_stroller,81,39,
M44GW,Trial 6,0.52991453,noise_hand,62,55,
M44GW,Trial 10,0.466666667,quiet_hand,56,64,
M44GW,Trial 9,0.683333333,quiet_car,82,38,
M44GW,Trial 8,1,noise_foot,120,0,
M44GW,Trial 7,0.692307692,noise_stroller,54,24,
M44GW,Trial 3,0.566666667,noise_car,68,52,
M44GW,Trial 5,0.941666667,quiet_foot,113,7,
M44GW,Trial 11,0.366666667,baseline_3,44,76,
M44GW,Trial 12,0.466666667,baseline_4,56,64,
M44GW,Trial 19,0.308333333,quiet_eye,37,83,
M44GW,Trial 20,0.741666667,noise_eye,89,31,
M44GW,Trial 14,1,noise_nose,120,0,
M44GW,Trial 13,0.35,quiet_nose,42,78,
M44GW,Trial 17,0.383333333,noise_milk,46,74,
M44GW,Trial 15,0.75,noise_dog,87,29,
M44GW,Trial 16,0.791666667,quiet_dog,95,25,
M44GW,Trial 18,0.408333333,quiet_milk,49,71,
,,,,,,
M46CC,Trial 1,0.852631579,baseline_1,81,14,
M46CC,Trial 2,0.5625,baseline_2,36,28,
M46CC,Trial 3,0.651162791,quiet_stroller,56,30,
M46CC,Trial 4,0.4375,noise_hand,21,27,
M46CC,Trial 5,0.607142857,quiet_hand,68,44,
M46CC,Trial 6,0.728813559,quiet_car,86,32,
M46CC,Trial 7,0.577777778,noise_foot,52,38,
M46CC,Trial 8,0.877192982,noise_stroller,100,14,
M46CC,Trial 9,0.698412698,noise_car,44,19,
M46CC,Trial 10,0.75,quiet_foot,45,15,
M46CC,Trial 11,1,baseline_3,120,0,
M46CC,Trial 12,0.653846154,baseline_4,51,27,
M46CC,Trial 13,0.116666667,quiet_eye,14,106,
M46CC,Trial 14,0.694444444,noise_eye,50,22,
M46CC,Trial 15,0.375,noise_nose,21,35,
M46CC,Trial 16,0,quiet_nose,0,19,
M46CC,Trial 17,0.852941176,noise_milk,29,5,
M46CC,Trial 18,0.816666667,noise_dog,98,22,
M46CC,Trial 19,0.547619048,quiet_dog,23,19,
M46CC,Trial 20,NaN,quiet_milk,0,0,DROPPED
,,,,,,
M48DZ,Trial 1,0.830188679,baseline_1,44,9,
M48DZ,Trial 2,0.75,baseline_2,78,26,
M48DZ,Trial 14,1,quiet_stroller,120,0,
M48DZ,Trial 16,1,noise_hand,9,0,DROPPED
M48DZ,Trial 20,0,quiet_hand,0,120,
M48DZ,Trial 19,0.983193277,quiet_car,117,2,
M48DZ,Trial 18,NaN,noise_foot,0,0,DROPPED
M48DZ,Trial 17,NaN,noise_stroller,0,0,DROPPED
M48DZ,Trial 13,0.674418605,noise_car,29,14,
M48DZ,Trial 15,1,quiet_foot,25,0,
M48DZ,Trial 11,0.672566372,baseline_3,76,37,
M48DZ,Trial 12,0.307017544,baseline_4,35,79,
M48DZ,Trial 3,0.12605042,quiet_eye,15,104,
M48DZ,Trial 4,0.508196721,noise_eye,31,30,
M48DZ,Trial 5,0,noise_nose,0,11,DROPPED
M48DZ,Trial 6,0,quiet_nose,0,5,DROPPED
M48DZ,Trial 7,0,noise_milk,0,4,DROPPED
M48DZ,Trial 8,NaN,noise_dog,0,0,DROPPED
M48DZ,Trial 9,0.628318584,quiet_dog,71,42,
M48DZ,Trial 10,0.2,quiet_milk,20,80,
,,,,,,
M49AW,Trial 1,0.100840336,baseline_1,12,107,
M49AW,Trial 2,0.552631579,baseline_2,63,51,
M49AW,Trial 4,0.791666667,quiet_stroller,76,20,
M49AW,Trial 6,0.671641791,noise_hand,45,22,
M49AW,Trial 10,1,quiet_hand,62,0,
M49AW,Trial 9,NaN,quiet_car,0,0,DROPPED
M49AW,Trial 8,0,noise_foot,0,72,
M49AW,Trial 7,1,noise_stroller,17,0,
M49AW,Trial 3,0,noise_car,0,72,
M49AW,Trial 5,1,quiet_foot,2,0,DROPPED
M49AW,Trial 11,0.290598291,baseline_3,34,83,
M49AW,Trial 12,0.333333333,baseline_4,27,54,
M49AW,Trial 19,0.256410256,quiet_eye,30,87,
M49AW,Trial 20,0,noise_eye,0,48,
M49AW,Trial 14,0.42,noise_nose,42,58,
M49AW,Trial 13,0,quiet_nose,0,46,
M49AW,Trial 17,0.71875,noise_milk,23,9,
M49AW,Trial 15,1,noise_dog,120,0,
M49AW,Trial 16,0.770114943,quiet_dog,67,20,
M49AW,Trial 18,0,quiet_milk,0,81,
,,,,,,
M50SS,Trial 1,0.776785714,baseline_1,87,25,
M50SS,Trial 2,0.377777778,baseline_2,34,56,
M50SS,Trial 13,0.983193277,quiet_stroller,117,2,
M50SS,Trial 14,0.821428571,noise_hand,69,15,
M50SS,Trial 15,0.352941176,quiet_hand,42,77,
M50SS,Trial 16,1,quiet_car,87,0,
M50SS,Trial 17,0.870689655,noise_foot,101,15,
M50SS,Trial 18,1,noise_stroller,35,0,
M50SS,Trial 19,1,noise_car,81,0,
M50SS,Trial 20,0.576271186,quiet_foot,68,50,
M50SS,Trial 11,0.294117647,baseline_3,35,84,
M50SS,Trial 12,0,baseline_4,0,120,
M50SS,Trial 9,0.730434783,quiet_eye,84,31,
M50SS,Trial 10,1,noise_eye,65,0,
M50SS,Trial 4,0.553191489,noise_nose,26,21,
M50SS,Trial 3,0.75,quiet_nose,33,11,
M50SS,Trial 7,0.301724138,noise_milk,35,81,
M50SS,Trial 5,0.504424779,noise_dog,57,56,
M50SS,Trial 6,0.75,quiet_dog,87,29,
M50SS,Trial 8,0.641025641,quiet_milk,75,42,
