Participant, Trial.Number, Trial.Accuracy, Trial.Type, Frames to Target, Frames to Distractor,
M44GW,Trial 13,0.666666667,quiet_nose,24,12,
M44GW,Trial 17,1,noise_milk,24,0,
M44GW,Trial 15,0,noise_dog,0,26,
M44GW,Trial 16,0,quiet_dog,0,26,
M44GW,Trial 18,1,quiet_milk,25,0,
,,,,,,
M46CC,Trial 1,1,baseline_1,29,0,
M46CC,Trial 2,1,baseline_2,26,0,
M46CC,Trial 3,0.75,quiet_stroller,21,7,
M46CC,Trial 4,0.6,noise_hand,18,12,
M46CC,Trial 5,0.535714286,quiet_hand,15,13,
M46CC,Trial 6,0.866666667,quiet_car,26,4,
M46CC,Trial 7,0.566666667,noise_foot,17,13,
M46CC,Trial 8,0.153846154,noise_stroller,4,22,
M46CC,Trial 9,0.043478261,noise_car,1,22,
M46CC,Trial 10,0,quiet_foot,0,29,
M46CC,Trial 11,1,baseline_3,24,0,
M46CC,Trial 12,0.655172414,baseline_4,19,10,
M46CC,Trial 13,0.222222222,quiet_eye,8,28,
M46CC,Trial 14,0.428571429,noise_eye,12,16,
M46CC,Trial 15,0.344827586,noise_nose,10,19,
M46CC,Trial 16,0.6,quiet_nose,18,12,
M46CC,Trial 17,0.607142857,noise_milk,17,11,
M46CC,Trial 18,0.52173913,noise_dog,12,11,
M46CC,Trial 19,0.722222222,quiet_dog,26,10,
M46CC,Trial 20,0.25,quiet_milk,9,27,
,,,,,,
M48DZ,Trial 1,1,baseline_1,25,0,
M48DZ,Trial 2,0.571428571,baseline_2,12,9,
M48DZ,Trial 14,1,quiet_stroller,34,0,
M48DZ,Trial 16,0.272727273,noise_hand,9,24,
M48DZ,Trial 20,NaN,quiet_hand,0,0,DROPPED
M48DZ,Trial 19,0,quiet_car,0,34,
M48DZ,Trial 18,0,noise_foot,0,18,
M48DZ,Trial 17,1,noise_stroller,22,0,
M48DZ,Trial 13,0.363636364,noise_car,12,21,
M48DZ,Trial 15,0.515151515,quiet_foot,17,16,
M48DZ,Trial 11,0.393939394,baseline_3,13,20,
M48DZ,Trial 12,0.516129032,baseline_4,16,15,
M48DZ,Trial 3,0,quiet_eye,0,25,
M48DZ,Trial 4,0,noise_eye,0,28,
M48DZ,Trial 5,0.45,noise_nose,9,11,
M48DZ,Trial 6,1,quiet_nose,24,0,
M48DZ,Trial 7,0,noise_milk,0,25,
M48DZ,Trial 8,1,noise_dog,7,0,DROPPED
M48DZ,Trial 9,1,quiet_dog,25,0,
M48DZ,Trial 10,0.5,quiet_milk,13,13,
,,,,,,
M49AW,Trial 1,1,baseline_1,29,0,
M49AW,Trial 2,0.36,baseline_2,9,16,
M49AW,Trial 4,1,quiet_stroller,24,0,
M49AW,Trial 6,0,noise_hand,0,25,
M49AW,Trial 10,0,quiet_hand,0,26,
M49AW,Trial 9,0,quiet_car,0,19,
M49AW,Trial 8,0.36,noise_foot,9,16,
M49AW,Trial 7,1,noise_stroller,26,0,
M49AW,Trial 3,1,noise_car,25,0,
M49AW,Trial 5,0.230769231,quiet_foot,6,20,
M49AW,Trial 11,0,baseline_3,0,24,
M49AW,Trial 12,0.611111111,baseline_4,11,7,
M49AW,Trial 19,0,quiet_eye,0,21,
M49AW,Trial 20,1,noise_eye,22,0,
M49AW,Trial 14,1,noise_nose,26,0,
M49AW,Trial 13,1,quiet_nose,23,0,
M49AW,Trial 17,0,noise_milk,0,23,
M49AW,Trial 15,1,noise_dog,26,0,
M49AW,Trial 16,1,quiet_dog,26,0,
M49AW,Trial 18,0,quiet_milk,0,24,
,,,,,,
M50SS,Trial 1,0.5,baseline_1,14,14,
M50SS,Trial 2,0,baseline_2,0,30,
M50SS,Trial 13,1,quiet_stroller,29,0,
M50SS,Trial 14,0,noise_hand,0,30,
M50SS,Trial 15,0,quiet_hand,0,11,DROPPED
M50SS,Trial 16,0.896551724,quiet_car,26,3,
M50SS,Trial 17,0,noise_foot,0,28,
M50SS,Trial 18,1,noise_stroller,29,0,
M50SS,Trial 19,1,noise_car,29,0,
M50SS,Trial 20,0,quiet_foot,0,28,
M50SS,Trial 11,0.703703704,baseline_3,19,8,
M50SS,Trial 12,1,baseline_4,28,0,
M50SS,Trial 9,1,quiet_eye,28,0,
M50SS,Trial 10,0.464285714,noise_eye,13,15,
M50SS,Trial 4,1,noise_nose,30,0,
M50SS,Trial 3,0.565217391,quiet_nose,13,10,
M50SS,Trial 7,0.448275862,noise_milk,13,16,
M50SS,Trial 5,0.37037037,noise_dog,10,17,
M50SS,Trial 6,0,quiet_dog,0,29,
M50SS,Trial 8,1,quiet_milk,28,0,
