Participant, Trial.Number, Trial.Accuracy, Trial.Type, Frames to Target, Frames to Distractor,
B28APF,Trial 18,NaN,noise_stroller,0,0,DROPPED
B28APF,Trial 19,0,noise_car,0,36,
B28APF,Trial 20,1,quiet_foot,15,0,
B28APF,Trial 11,0.524590164,baseline_3,32,29,
B28APF,Trial 12,0.485714286,baseline_4,17,18,
B28APF,Trial 6,0.813953488,quiet_ojo,35,8,
B28APF,Trial 4,1,noise_perro,16,0,
B28APF,Trial 5,0.44,noise_nariz,11,14,
B28APF,Trial 9,0.025316456,quiet_perro,2,77,
B28APF,Trial 3,0,quiet_nariz,0,11,DROPPED
B28APF,Trial 7,0.857142857,noise_ojo,6,1,DROPPED
B28APF,Trial 8,0.417391304,quiet_leche,48,67,
B28APF,Trial 10,0.839285714,noise_leche,47,9,
,,,,,,
B29NRP,Trial 1,NaN,baseline_1,0,0,DROPPED
B29NRP,Trial 2,1,baseline_2,30,0,
B29NRP,Trial 13,0.782178218,quiet_stroller,79,22,
B29NRP,Trial 14,0.860869565,noise_hand,99,16,
B29NRP,Trial 15,0.458333333,quiet_hand,55,65,
B29NRP,Trial 16,1,quiet_car,120,0,
B29NRP,Trial 17,0.077777778,noise_foot,7,83,
B29NRP,Trial 18,0,noise_stroller,0,3,DROPPED
B29NRP,Trial 19,1,noise_car,96,0,
B29NRP,Trial 20,0,quiet_foot,0,112,
B29NRP,Trial 11,1,baseline_3,106,0,
B29NRP,Trial 12,1,baseline_4,120,0,
B29NRP,Trial 6,0.517241379,quiet_ojo,60,56,
B29NRP,Trial 4,0.603773585,noise_perro,64,42,
B29NRP,Trial 5,0.474576271,noise_nariz,56,62,
B29NRP,Trial 9,NaN,quiet_perro,0,0,DROPPED
B29NRP,Trial 3,NaN,quiet_nariz,0,0,DROPPED
B29NRP,Trial 7,0,noise_ojo,0,120,
B29NRP,Trial 8,0,quiet_leche,0,32,
B29NRP,Trial 10,0.479166667,noise_leche,46,50,
,,,,,,
B30MR,Trial 1,0.579710145,baseline_1,40,29,
B30MR,Trial 2,0.298850575,baseline_2,26,61,
B30MR,Trial 4,0.597938144,quiet_stroller,58,39,
B30MR,Trial 6,0.754385965,noise_hand,43,14,
B30MR,Trial 10,1,quiet_hand,68,0,
B30MR,Trial 9,0.508474576,quiet_car,30,29,
B30MR,Trial 8,0.556603774,noise_foot,59,47,
B30MR,Trial 7,0.909090909,noise_stroller,80,8,
B30MR,Trial 3,1,noise_car,2,0,DROPPED
B30MR,Trial 5,0.444444444,quiet_foot,36,45,
B30MR,Trial 11,0.363636364,baseline_3,40,70,
B30MR,Trial 12,0.548076923,baseline_4,57,47,
B30MR,Trial 16,0.428571429,quiet_ojo,45,60,
B30MR,Trial 14,0.172413793,noise_perro,10,48,
B30MR,Trial 15,0.355555556,noise_nariz,16,29,
B30MR,Trial 19,0,quiet_perro,0,72,
B30MR,Trial 13,0.642105263,quiet_nariz,61,34,
B30MR,Trial 17,0.64,noise_ojo,16,9,
B30MR,Trial 18,0.385964912,quiet_leche,44,70,
B30MR,Trial 20,0.324324324,noise_leche,12,25,
,,,,,,
B31ZR,Trial 1,0.6875,baseline_1,77,35,
B31ZR,Trial 2,0.373913043,baseline_2,43,72,
B31ZR,Trial 3,0.760683761,quiet_stroller,89,28,
B31ZR,Trial 4,0.181818182,noise_hand,20,90,
B31ZR,Trial 5,0.582608696,quiet_hand,67,48,
B31ZR,Trial 6,0.847457627,quiet_car,100,18,
B31ZR,Trial 7,0.607142857,noise_foot,68,44,
B31ZR,Trial 8,0.71,noise_stroller,71,29,
B31ZR,Trial 9,1,noise_car,120,0,
B31ZR,Trial 10,0.07826087,quiet_foot,9,106,
B31ZR,Trial 11,0.79787234,baseline_3,75,19,
B31ZR,Trial 12,1,baseline_4,120,0,
B31ZR,Trial 13,0.202898551,quiet_ojo,14,55,
B31ZR,Trial 14,0.8,noise_perro,96,24,
B31ZR,Trial 15,1,noise_nariz,110,0,
B31ZR,Trial 16,0.89,quiet_perro,89,11,
B31ZR,Trial 17,0.831683168,quiet_nariz,84,17,
B31ZR,Trial 18,0.377358491,noise_ojo,40,66,
B31ZR,Trial 19,0.691666667,quiet_leche,83,37,
B31ZR,Trial 20,0,noise_leche,0,120,
,,,,,,
B32NF,Trial 1,0.632653061,baseline_1,31,18,
B32NF,Trial 2,NaN,baseline_2,0,0,DROPPED
B32NF,Trial 3,0.607843137,quiet_stroller,31,20,
B32NF,Trial 4,NaN,noise_hand,0,0,DROPPED
B32NF,Trial 5,0,quiet_hand,0,39,
B32NF,Trial 6,0.852459016,quiet_car,52,9,
B32NF,Trial 7,0.708333333,noise_foot,17,7,
B32NF,Trial 8,0.808333333,noise_stroller,97,23,
B32NF,Trial 9,0.813559322,noise_car,48,11,
B32NF,Trial 10,0.263888889,quiet_foot,19,53,
B32NF,Trial 11,1,baseline_3,56,0,
B32NF,Trial 12,0.93902439,baseline_4,77,5,
B32NF,Trial 13,0.086956522,quiet_ojo,10,105,
B32NF,Trial 14,0.38961039,noise_perro,30,47,
B32NF,Trial 15,0.709677419,noise_nariz,44,18,
